"cases","cumulative_cases","date_report","province"
0,0,"19-02-2020","NL"
0,0,"20-02-2020","NL"
0,0,"21-02-2020","NL"
0,0,"22-02-2020","NL"
0,0,"23-02-2020","NL"
0,0,"24-02-2020","NL"
0,0,"25-02-2020","NL"
0,0,"26-02-2020","NL"
0,0,"27-02-2020","NL"
0,0,"28-02-2020","NL"
0,0,"29-02-2020","NL"
0,0,"01-03-2020","NL"
0,0,"02-03-2020","NL"
0,0,"03-03-2020","NL"
0,0,"04-03-2020","NL"
0,0,"05-03-2020","NL"
0,0,"06-03-2020","NL"
0,0,"07-03-2020","NL"
0,0,"08-03-2020","NL"
0,0,"09-03-2020","NL"
0,0,"10-03-2020","NL"
0,0,"11-03-2020","NL"
0,0,"12-03-2020","NL"
0,0,"13-03-2020","NL"
1,1,"14-03-2020","NL"
0,1,"15-03-2020","NL"
0,1,"16-03-2020","NL"
2,3,"17-03-2020","NL"
0,3,"18-03-2020","NL"
0,3,"19-03-2020","NL"
1,4,"20-03-2020","NL"
2,6,"21-03-2020","NL"
3,9,"22-03-2020","NL"
15,24,"23-03-2020","NL"
11,35,"24-03-2020","NL"
32,67,"25-03-2020","NL"
15,82,"26-03-2020","NL"
20,102,"27-03-2020","NL"
18,120,"28-03-2020","NL"
15,135,"29-03-2020","NL"
13,148,"30-03-2020","NL"
4,152,"31-03-2020","NL"
23,175,"01-04-2020","NL"
8,183,"02-04-2020","NL"
12,195,"03-04-2020","NL"
8,203,"04-04-2020","NL"
14,217,"05-04-2020","NL"
9,226,"06-04-2020","NL"
2,228,"07-04-2020","NL"
4,232,"08-04-2020","NL"
4,236,"09-04-2020","NL"
3,239,"10-04-2020","NL"
2,241,"11-04-2020","NL"
1,242,"12-04-2020","NL"
2,244,"13-04-2020","NL"
0,244,"14-04-2020","NL"
3,247,"15-04-2020","NL"
5,252,"16-04-2020","NL"
4,256,"17-04-2020","NL"
0,256,"18-04-2020","NL"
0,256,"19-04-2020","NL"
0,256,"20-04-2020","NL"
0,256,"21-04-2020","NL"
0,256,"22-04-2020","NL"
0,256,"23-04-2020","NL"
0,256,"24-04-2020","NL"
1,257,"25-04-2020","NL"
1,258,"26-04-2020","NL"
0,258,"27-04-2020","NL"
0,258,"28-04-2020","NL"
0,258,"29-04-2020","NL"
0,258,"30-04-2020","NL"
1,259,"01-05-2020","NL"
0,259,"02-05-2020","NL"
0,259,"03-05-2020","NL"
0,259,"04-05-2020","NL"
0,259,"05-05-2020","NL"
0,259,"06-05-2020","NL"
1,260,"07-05-2020","NL"
0,260,"08-05-2020","NL"
0,260,"09-05-2020","NL"
0,260,"10-05-2020","NL"
0,260,"11-05-2020","NL"
0,260,"12-05-2020","NL"
0,260,"13-05-2020","NL"
0,260,"14-05-2020","NL"
0,260,"15-05-2020","NL"
0,260,"16-05-2020","NL"
0,260,"17-05-2020","NL"
0,260,"18-05-2020","NL"
0,260,"19-05-2020","NL"
0,260,"20-05-2020","NL"
0,260,"21-05-2020","NL"
0,260,"22-05-2020","NL"
0,260,"23-05-2020","NL"
0,260,"24-05-2020","NL"
0,260,"25-05-2020","NL"
0,260,"26-05-2020","NL"
0,260,"27-05-2020","NL"
1,261,"28-05-2020","NL"
0,261,"29-05-2020","NL"
0,261,"30-05-2020","NL"
0,261,"31-05-2020","NL"
0,261,"01-06-2020","NL"
0,261,"02-06-2020","NL"
0,261,"03-06-2020","NL"
0,261,"04-06-2020","NL"
0,261,"05-06-2020","NL"
0,261,"06-06-2020","NL"
0,261,"07-06-2020","NL"
0,261,"08-06-2020","NL"
0,261,"09-06-2020","NL"
0,261,"10-06-2020","NL"
0,261,"11-06-2020","NL"
0,261,"12-06-2020","NL"
0,261,"13-06-2020","NL"
0,261,"14-06-2020","NL"
0,261,"15-06-2020","NL"
0,261,"16-06-2020","NL"
0,261,"17-06-2020","NL"
0,261,"18-06-2020","NL"
0,261,"19-06-2020","NL"
0,261,"20-06-2020","NL"
0,261,"21-06-2020","NL"
0,261,"22-06-2020","NL"
0,261,"23-06-2020","NL"
0,261,"24-06-2020","NL"
0,261,"25-06-2020","NL"
0,261,"26-06-2020","NL"
0,261,"27-06-2020","NL"
0,261,"28-06-2020","NL"
0,261,"29-06-2020","NL"
0,261,"30-06-2020","NL"
0,261,"01-07-2020","NL"
0,261,"02-07-2020","NL"
0,261,"03-07-2020","NL"
0,261,"04-07-2020","NL"
0,261,"05-07-2020","NL"
0,261,"06-07-2020","NL"
0,261,"07-07-2020","NL"
0,261,"08-07-2020","NL"
0,261,"09-07-2020","NL"
1,262,"10-07-2020","NL"
0,262,"11-07-2020","NL"
0,262,"12-07-2020","NL"
0,262,"13-07-2020","NL"
0,262,"14-07-2020","NL"
0,262,"15-07-2020","NL"
0,262,"16-07-2020","NL"
0,262,"17-07-2020","NL"
0,262,"18-07-2020","NL"
0,262,"19-07-2020","NL"
0,262,"20-07-2020","NL"
1,263,"21-07-2020","NL"
1,264,"22-07-2020","NL"
0,264,"23-07-2020","NL"
1,265,"24-07-2020","NL"
0,265,"25-07-2020","NL"
1,266,"26-07-2020","NL"
0,266,"27-07-2020","NL"
0,266,"28-07-2020","NL"
0,266,"29-07-2020","NL"
0,266,"30-07-2020","NL"
0,266,"31-07-2020","NL"
0,266,"01-08-2020","NL"
0,266,"02-08-2020","NL"
0,266,"03-08-2020","NL"
0,266,"04-08-2020","NL"
0,266,"05-08-2020","NL"
0,266,"06-08-2020","NL"
1,267,"07-08-2020","NL"
0,267,"08-08-2020","NL"
0,267,"09-08-2020","NL"
1,268,"10-08-2020","NL"
0,268,"11-08-2020","NL"
0,268,"12-08-2020","NL"
0,268,"13-08-2020","NL"
0,268,"14-08-2020","NL"
0,268,"15-08-2020","NL"
0,268,"16-08-2020","NL"
0,268,"17-08-2020","NL"
0,268,"18-08-2020","NL"
0,268,"19-08-2020","NL"
0,268,"20-08-2020","NL"
0,268,"21-08-2020","NL"
0,268,"22-08-2020","NL"
0,268,"23-08-2020","NL"
0,268,"24-08-2020","NL"
0,268,"25-08-2020","NL"
0,268,"26-08-2020","NL"
0,268,"27-08-2020","NL"
1,269,"28-08-2020","NL"
0,269,"29-08-2020","NL"
0,269,"30-08-2020","NL"
0,269,"31-08-2020","NL"
0,269,"01-09-2020","NL"
0,269,"02-09-2020","NL"
0,269,"03-09-2020","NL"
0,269,"04-09-2020","NL"
1,270,"05-09-2020","NL"
0,270,"06-09-2020","NL"
0,270,"07-09-2020","NL"
0,270,"08-09-2020","NL"
0,270,"09-09-2020","NL"
0,270,"10-09-2020","NL"
0,270,"11-09-2020","NL"
1,271,"12-09-2020","NL"
0,271,"13-09-2020","NL"
0,271,"14-09-2020","NL"
0,271,"15-09-2020","NL"
0,271,"16-09-2020","NL"
0,271,"17-09-2020","NL"
1,272,"18-09-2020","NL"
0,272,"19-09-2020","NL"
0,272,"20-09-2020","NL"
0,272,"21-09-2020","NL"
0,272,"22-09-2020","NL"
0,272,"23-09-2020","NL"
0,272,"24-09-2020","NL"
0,272,"25-09-2020","NL"
0,272,"26-09-2020","NL"
1,273,"27-09-2020","NL"
0,273,"28-09-2020","NL"
0,273,"29-09-2020","NL"
1,274,"30-09-2020","NL"
1,275,"01-10-2020","NL"
0,275,"02-10-2020","NL"
1,276,"03-10-2020","NL"
1,277,"04-10-2020","NL"
0,277,"05-10-2020","NL"
0,277,"06-10-2020","NL"
0,277,"07-10-2020","NL"
0,277,"08-10-2020","NL"
2,279,"09-10-2020","NL"
3,282,"10-10-2020","NL"
0,282,"11-10-2020","NL"
1,283,"12-10-2020","NL"
0,283,"13-10-2020","NL"
0,283,"14-10-2020","NL"
1,284,"15-10-2020","NL"
3,287,"16-10-2020","NL"
0,287,"17-10-2020","NL"
0,287,"18-10-2020","NL"
0,287,"19-10-2020","NL"
0,287,"20-10-2020","NL"
0,287,"21-10-2020","NL"
1,288,"22-10-2020","NL"
0,288,"23-10-2020","NL"
1,289,"24-10-2020","NL"
1,290,"25-10-2020","NL"
1,291,"26-10-2020","NL"
0,291,"27-10-2020","NL"
0,291,"28-10-2020","NL"
0,291,"29-10-2020","NL"
0,291,"30-10-2020","NL"
0,291,"31-10-2020","NL"
0,291,"01-11-2020","NL"
0,291,"02-11-2020","NL"
0,291,"03-11-2020","NL"
1,292,"04-11-2020","NL"
2,294,"05-11-2020","NL"
0,294,"06-11-2020","NL"
2,296,"07-11-2020","NL"
0,296,"08-11-2020","NL"
0,296,"09-11-2020","NL"
0,296,"10-11-2020","NL"
2,298,"11-11-2020","NL"
0,298,"12-11-2020","NL"
1,299,"13-11-2020","NL"
2,301,"14-11-2020","NL"
2,303,"15-11-2020","NL"
0,303,"16-11-2020","NL"
2,305,"17-11-2020","NL"
2,307,"18-11-2020","NL"
1,308,"19-11-2020","NL"
3,311,"20-11-2020","NL"
5,316,"21-11-2020","NL"
3,319,"22-11-2020","NL"
2,321,"23-11-2020","NL"
2,323,"24-11-2020","NL"
1,324,"25-11-2020","NL"
3,327,"26-11-2020","NL"
4,331,"27-11-2020","NL"
2,333,"28-11-2020","NL"
4,337,"29-11-2020","NL"
1,338,"30-11-2020","NL"
1,339,"01-12-2020","NL"
1,340,"02-12-2020","NL"
0,340,"03-12-2020","NL"
3,343,"04-12-2020","NL"
4,347,"05-12-2020","NL"
4,351,"06-12-2020","NL"
0,351,"07-12-2020","NL"
1,352,"08-12-2020","NL"
1,353,"09-12-2020","NL"
1,354,"10-12-2020","NL"
1,355,"11-12-2020","NL"
2,357,"12-12-2020","NL"
0,357,"13-12-2020","NL"
1,358,"14-12-2020","NL"
1,359,"15-12-2020","NL"
5,364,"16-12-2020","NL"
3,367,"17-12-2020","NL"
5,372,"18-12-2020","NL"
8,380,"19-12-2020","NL"
2,382,"20-12-2020","NL"
0,382,"21-12-2020","NL"
1,383,"22-12-2020","NL"
1,384,"23-12-2020","NL"
0,384,"24-12-2020","NL"
0,384,"25-12-2020","NL"
0,384,"26-12-2020","NL"
3,387,"27-12-2020","NL"
2,389,"28-12-2020","NL"
1,390,"29-12-2020","NL"
0,390,"30-12-2020","NL"
0,390,"31-12-2020","NL"
0,390,"01-01-2021","NL"
0,390,"02-01-2021","NL"
0,390,"03-01-2021","NL"
1,391,"04-01-2021","NL"
1,392,"05-01-2021","NL"
0,392,"06-01-2021","NL"
0,392,"07-01-2021","NL"
0,392,"08-01-2021","NL"
0,392,"09-01-2021","NL"
1,393,"10-01-2021","NL"
0,393,"11-01-2021","NL"
0,393,"12-01-2021","NL"
0,393,"13-01-2021","NL"
1,394,"14-01-2021","NL"
1,395,"15-01-2021","NL"
0,395,"16-01-2021","NL"
1,396,"17-01-2021","NL"
0,396,"18-01-2021","NL"
0,396,"19-01-2021","NL"
0,396,"20-01-2021","NL"
1,397,"21-01-2021","NL"
1,398,"22-01-2021","NL"
0,398,"23-01-2021","NL"
0,398,"24-01-2021","NL"
0,0,"25-01-2020","Nova Scotia"
0,0,"26-01-2020","Nova Scotia"
0,0,"27-01-2020","Nova Scotia"
0,0,"28-01-2020","Nova Scotia"
0,0,"29-01-2020","Nova Scotia"
0,0,"30-01-2020","Nova Scotia"
0,0,"31-01-2020","Nova Scotia"
0,0,"01-02-2020","Nova Scotia"
0,0,"02-02-2020","Nova Scotia"
0,0,"03-02-2020","Nova Scotia"
0,0,"04-02-2020","Nova Scotia"
0,0,"05-02-2020","Nova Scotia"
0,0,"06-02-2020","Nova Scotia"
0,0,"07-02-2020","Nova Scotia"
0,0,"08-02-2020","Nova Scotia"
0,0,"09-02-2020","Nova Scotia"
0,0,"10-02-2020","Nova Scotia"
0,0,"11-02-2020","Nova Scotia"
0,0,"12-02-2020","Nova Scotia"
0,0,"13-02-2020","Nova Scotia"
0,0,"14-02-2020","Nova Scotia"
0,0,"15-02-2020","Nova Scotia"
0,0,"16-02-2020","Nova Scotia"
0,0,"17-02-2020","Nova Scotia"
0,0,"18-02-2020","Nova Scotia"
0,0,"19-02-2020","Nova Scotia"
0,0,"20-02-2020","Nova Scotia"
0,0,"21-02-2020","Nova Scotia"
0,0,"22-02-2020","Nova Scotia"
0,0,"23-02-2020","Nova Scotia"
0,0,"24-02-2020","Nova Scotia"
0,0,"25-02-2020","Nova Scotia"
0,0,"26-02-2020","Nova Scotia"
0,0,"27-02-2020","Nova Scotia"
0,0,"28-02-2020","Nova Scotia"
0,0,"29-02-2020","Nova Scotia"
0,0,"01-03-2020","Nova Scotia"
0,0,"02-03-2020","Nova Scotia"
0,0,"03-03-2020","Nova Scotia"
0,0,"04-03-2020","Nova Scotia"
0,0,"05-03-2020","Nova Scotia"
0,0,"06-03-2020","Nova Scotia"
0,0,"07-03-2020","Nova Scotia"
0,0,"08-03-2020","Nova Scotia"
0,0,"09-03-2020","Nova Scotia"
0,0,"10-03-2020","Nova Scotia"
0,0,"11-03-2020","Nova Scotia"
0,0,"12-03-2020","Nova Scotia"
0,0,"13-03-2020","Nova Scotia"
0,0,"14-03-2020","Nova Scotia"
3,3,"15-03-2020","Nova Scotia"
2,5,"16-03-2020","Nova Scotia"
2,7,"17-03-2020","Nova Scotia"
5,12,"18-03-2020","Nova Scotia"
2,14,"19-03-2020","Nova Scotia"
1,15,"20-03-2020","Nova Scotia"
6,21,"21-03-2020","Nova Scotia"
7,28,"22-03-2020","Nova Scotia"
13,41,"23-03-2020","Nova Scotia"
10,51,"24-03-2020","Nova Scotia"
17,68,"25-03-2020","Nova Scotia"
5,73,"26-03-2020","Nova Scotia"
17,90,"27-03-2020","Nova Scotia"
20,110,"28-03-2020","Nova Scotia"
12,122,"29-03-2020","Nova Scotia"
5,127,"30-03-2020","Nova Scotia"
20,147,"31-03-2020","Nova Scotia"
26,173,"01-04-2020","Nova Scotia"
20,193,"02-04-2020","Nova Scotia"
14,207,"03-04-2020","Nova Scotia"
29,236,"04-04-2020","Nova Scotia"
26,262,"05-04-2020","Nova Scotia"
31,293,"06-04-2020","Nova Scotia"
17,310,"07-04-2020","Nova Scotia"
32,342,"08-04-2020","Nova Scotia"
31,373,"09-04-2020","Nova Scotia"
34,407,"10-04-2020","Nova Scotia"
21,428,"11-04-2020","Nova Scotia"
17,445,"12-04-2020","Nova Scotia"
29,474,"13-04-2020","Nova Scotia"
43,517,"14-04-2020","Nova Scotia"
32,549,"15-04-2020","Nova Scotia"
30,579,"16-04-2020","Nova Scotia"
27,606,"17-04-2020","Nova Scotia"
43,649,"18-04-2020","Nova Scotia"
26,675,"19-04-2020","Nova Scotia"
46,721,"20-04-2020","Nova Scotia"
16,737,"21-04-2020","Nova Scotia"
35,772,"22-04-2020","Nova Scotia"
55,827,"23-04-2020","Nova Scotia"
23,850,"24-04-2020","Nova Scotia"
15,865,"25-04-2020","Nova Scotia"
8,873,"26-04-2020","Nova Scotia"
27,900,"27-04-2020","Nova Scotia"
15,915,"28-04-2020","Nova Scotia"
20,935,"29-04-2020","Nova Scotia"
12,947,"30-04-2020","Nova Scotia"
12,959,"01-05-2020","Nova Scotia"
4,963,"02-05-2020","Nova Scotia"
8,971,"03-05-2020","Nova Scotia"
14,985,"04-05-2020","Nova Scotia"
6,991,"05-05-2020","Nova Scotia"
7,998,"06-05-2020","Nova Scotia"
9,1007,"07-05-2020","Nova Scotia"
1,1008,"08-05-2020","Nova Scotia"
3,1011,"09-05-2020","Nova Scotia"
7,1018,"10-05-2020","Nova Scotia"
1,1019,"11-05-2020","Nova Scotia"
1,1020,"12-05-2020","Nova Scotia"
4,1024,"13-05-2020","Nova Scotia"
2,1026,"14-05-2020","Nova Scotia"
8,1034,"15-05-2020","Nova Scotia"
3,1037,"16-05-2020","Nova Scotia"
3,1040,"17-05-2020","Nova Scotia"
3,1043,"18-05-2020","Nova Scotia"
1,1044,"19-05-2020","Nova Scotia"
1,1045,"20-05-2020","Nova Scotia"
1,1046,"21-05-2020","Nova Scotia"
1,1047,"22-05-2020","Nova Scotia"
1,1048,"23-05-2020","Nova Scotia"
1,1049,"24-05-2020","Nova Scotia"
1,1050,"25-05-2020","Nova Scotia"
2,1052,"26-05-2020","Nova Scotia"
1,1053,"27-05-2020","Nova Scotia"
2,1055,"28-05-2020","Nova Scotia"
0,1055,"29-05-2020","Nova Scotia"
1,1056,"30-05-2020","Nova Scotia"
0,1056,"31-05-2020","Nova Scotia"
1,1057,"01-06-2020","Nova Scotia"
0,1057,"02-06-2020","Nova Scotia"
1,1058,"03-06-2020","Nova Scotia"
0,1058,"04-06-2020","Nova Scotia"
0,1058,"05-06-2020","Nova Scotia"
0,1058,"06-06-2020","Nova Scotia"
1,1059,"07-06-2020","Nova Scotia"
0,1059,"08-06-2020","Nova Scotia"
1,1060,"09-06-2020","Nova Scotia"
1,1061,"10-06-2020","Nova Scotia"
0,1061,"11-06-2020","Nova Scotia"
0,1061,"12-06-2020","Nova Scotia"
0,1061,"13-06-2020","Nova Scotia"
0,1061,"14-06-2020","Nova Scotia"
0,1061,"15-06-2020","Nova Scotia"
0,1061,"16-06-2020","Nova Scotia"
0,1061,"17-06-2020","Nova Scotia"
0,1061,"18-06-2020","Nova Scotia"
0,1061,"19-06-2020","Nova Scotia"
0,1061,"20-06-2020","Nova Scotia"
0,1061,"21-06-2020","Nova Scotia"
0,1061,"22-06-2020","Nova Scotia"
0,1061,"23-06-2020","Nova Scotia"
0,1061,"24-06-2020","Nova Scotia"
0,1061,"25-06-2020","Nova Scotia"
0,1061,"26-06-2020","Nova Scotia"
0,1061,"27-06-2020","Nova Scotia"
0,1061,"28-06-2020","Nova Scotia"
0,1061,"29-06-2020","Nova Scotia"
1,1062,"30-06-2020","Nova Scotia"
1,1063,"01-07-2020","Nova Scotia"
1,1064,"02-07-2020","Nova Scotia"
0,1064,"03-07-2020","Nova Scotia"
0,1064,"04-07-2020","Nova Scotia"
0,1064,"05-07-2020","Nova Scotia"
1,1065,"06-07-2020","Nova Scotia"
0,1065,"07-07-2020","Nova Scotia"
1,1066,"08-07-2020","Nova Scotia"
0,1066,"09-07-2020","Nova Scotia"
0,1066,"10-07-2020","Nova Scotia"
0,1066,"11-07-2020","Nova Scotia"
0,1066,"12-07-2020","Nova Scotia"
0,1066,"13-07-2020","Nova Scotia"
0,1066,"14-07-2020","Nova Scotia"
1,1067,"15-07-2020","Nova Scotia"
0,1067,"16-07-2020","Nova Scotia"
0,1067,"17-07-2020","Nova Scotia"
0,1067,"18-07-2020","Nova Scotia"
0,1067,"19-07-2020","Nova Scotia"
0,1067,"20-07-2020","Nova Scotia"
0,1067,"21-07-2020","Nova Scotia"
0,1067,"22-07-2020","Nova Scotia"
0,1067,"23-07-2020","Nova Scotia"
0,1067,"24-07-2020","Nova Scotia"
0,1067,"25-07-2020","Nova Scotia"
0,1067,"26-07-2020","Nova Scotia"
0,1067,"27-07-2020","Nova Scotia"
0,1067,"28-07-2020","Nova Scotia"
0,1067,"29-07-2020","Nova Scotia"
0,1067,"30-07-2020","Nova Scotia"
2,1069,"31-07-2020","Nova Scotia"
0,1069,"01-08-2020","Nova Scotia"
2,1071,"02-08-2020","Nova Scotia"
0,1071,"03-08-2020","Nova Scotia"
0,1071,"04-08-2020","Nova Scotia"
0,1071,"05-08-2020","Nova Scotia"
0,1071,"06-08-2020","Nova Scotia"
0,1071,"07-08-2020","Nova Scotia"
0,1071,"08-08-2020","Nova Scotia"
0,1071,"09-08-2020","Nova Scotia"
0,1071,"10-08-2020","Nova Scotia"
0,1071,"11-08-2020","Nova Scotia"
0,1071,"12-08-2020","Nova Scotia"
0,1071,"13-08-2020","Nova Scotia"
1,1072,"14-08-2020","Nova Scotia"
2,1074,"15-08-2020","Nova Scotia"
0,1074,"16-08-2020","Nova Scotia"
1,1075,"17-08-2020","Nova Scotia"
0,1075,"18-08-2020","Nova Scotia"
1,1076,"19-08-2020","Nova Scotia"
1,1077,"20-08-2020","Nova Scotia"
0,1077,"21-08-2020","Nova Scotia"
1,1078,"22-08-2020","Nova Scotia"
2,1080,"23-08-2020","Nova Scotia"
0,1080,"24-08-2020","Nova Scotia"
0,1080,"25-08-2020","Nova Scotia"
1,1081,"26-08-2020","Nova Scotia"
0,1081,"27-08-2020","Nova Scotia"
2,1083,"28-08-2020","Nova Scotia"
0,1083,"29-08-2020","Nova Scotia"
0,1083,"30-08-2020","Nova Scotia"
2,1085,"31-08-2020","Nova Scotia"
0,1085,"01-09-2020","Nova Scotia"
0,1085,"02-09-2020","Nova Scotia"
0,1085,"03-09-2020","Nova Scotia"
0,1085,"04-09-2020","Nova Scotia"
0,1085,"05-09-2020","Nova Scotia"
0,1085,"06-09-2020","Nova Scotia"
1,1086,"07-09-2020","Nova Scotia"
0,1086,"08-09-2020","Nova Scotia"
0,1086,"09-09-2020","Nova Scotia"
0,1086,"10-09-2020","Nova Scotia"
0,1086,"11-09-2020","Nova Scotia"
0,1086,"12-09-2020","Nova Scotia"
0,1086,"13-09-2020","Nova Scotia"
0,1086,"14-09-2020","Nova Scotia"
0,1086,"15-09-2020","Nova Scotia"
0,1086,"16-09-2020","Nova Scotia"
0,1086,"17-09-2020","Nova Scotia"
0,1086,"18-09-2020","Nova Scotia"
0,1086,"19-09-2020","Nova Scotia"
0,1086,"20-09-2020","Nova Scotia"
0,1086,"21-09-2020","Nova Scotia"
1,1087,"22-09-2020","Nova Scotia"
0,1087,"23-09-2020","Nova Scotia"
0,1087,"24-09-2020","Nova Scotia"
0,1087,"25-09-2020","Nova Scotia"
0,1087,"26-09-2020","Nova Scotia"
0,1087,"27-09-2020","Nova Scotia"
0,1087,"28-09-2020","Nova Scotia"
0,1087,"29-09-2020","Nova Scotia"
1,1088,"30-09-2020","Nova Scotia"
0,1088,"01-10-2020","Nova Scotia"
1,1089,"02-10-2020","Nova Scotia"
0,1089,"03-10-2020","Nova Scotia"
0,1089,"04-10-2020","Nova Scotia"
0,1089,"05-10-2020","Nova Scotia"
0,1089,"06-10-2020","Nova Scotia"
0,1089,"07-10-2020","Nova Scotia"
0,1089,"08-10-2020","Nova Scotia"
0,1089,"09-10-2020","Nova Scotia"
3,1092,"10-10-2020","Nova Scotia"
0,1092,"11-10-2020","Nova Scotia"
0,1092,"12-10-2020","Nova Scotia"
0,1092,"13-10-2020","Nova Scotia"
0,1092,"14-10-2020","Nova Scotia"
0,1092,"15-10-2020","Nova Scotia"
1,1093,"16-10-2020","Nova Scotia"
2,1095,"17-10-2020","Nova Scotia"
2,1097,"18-10-2020","Nova Scotia"
0,1097,"19-10-2020","Nova Scotia"
0,1097,"20-10-2020","Nova Scotia"
0,1097,"21-10-2020","Nova Scotia"
0,1097,"22-10-2020","Nova Scotia"
0,1097,"23-10-2020","Nova Scotia"
3,1100,"24-10-2020","Nova Scotia"
0,1100,"25-10-2020","Nova Scotia"
1,1101,"26-10-2020","Nova Scotia"
1,1102,"27-10-2020","Nova Scotia"
0,1102,"28-10-2020","Nova Scotia"
0,1102,"29-10-2020","Nova Scotia"
2,1104,"30-10-2020","Nova Scotia"
5,1109,"31-10-2020","Nova Scotia"
2,1111,"01-11-2020","Nova Scotia"
2,1113,"02-11-2020","Nova Scotia"
1,1114,"03-11-2020","Nova Scotia"
4,1118,"04-11-2020","Nova Scotia"
1,1119,"05-11-2020","Nova Scotia"
2,1121,"06-11-2020","Nova Scotia"
4,1125,"07-11-2020","Nova Scotia"
3,1128,"08-11-2020","Nova Scotia"
1,1129,"09-11-2020","Nova Scotia"
3,1132,"10-11-2020","Nova Scotia"
2,1134,"11-11-2020","Nova Scotia"
0,1134,"12-11-2020","Nova Scotia"
2,1136,"13-11-2020","Nova Scotia"
6,1142,"14-11-2020","Nova Scotia"
2,1144,"15-11-2020","Nova Scotia"
2,1146,"16-11-2020","Nova Scotia"
5,1151,"17-11-2020","Nova Scotia"
3,1154,"18-11-2020","Nova Scotia"
1,1155,"19-11-2020","Nova Scotia"
5,1160,"20-11-2020","Nova Scotia"
8,1168,"21-11-2020","Nova Scotia"
11,1179,"22-11-2020","Nova Scotia"
11,1190,"23-11-2020","Nova Scotia"
37,1227,"24-11-2020","Nova Scotia"
16,1243,"25-11-2020","Nova Scotia"
14,1257,"26-11-2020","Nova Scotia"
8,1265,"27-11-2020","Nova Scotia"
14,1279,"28-11-2020","Nova Scotia"
10,1289,"29-11-2020","Nova Scotia"
16,1305,"30-11-2020","Nova Scotia"
10,1315,"01-12-2020","Nova Scotia"
17,1332,"02-12-2020","Nova Scotia"
11,1343,"03-12-2020","Nova Scotia"
15,1358,"04-12-2020","Nova Scotia"
6,1364,"05-12-2020","Nova Scotia"
4,1368,"06-12-2020","Nova Scotia"
8,1376,"07-12-2020","Nova Scotia"
7,1383,"08-12-2020","Nova Scotia"
6,1389,"09-12-2020","Nova Scotia"
4,1393,"10-12-2020","Nova Scotia"
9,1402,"11-12-2020","Nova Scotia"
7,1409,"12-12-2020","Nova Scotia"
6,1415,"13-12-2020","Nova Scotia"
5,1420,"14-12-2020","Nova Scotia"
6,1426,"15-12-2020","Nova Scotia"
4,1430,"16-12-2020","Nova Scotia"
6,1436,"17-12-2020","Nova Scotia"
5,1441,"18-12-2020","Nova Scotia"
2,1443,"19-12-2020","Nova Scotia"
2,1445,"20-12-2020","Nova Scotia"
2,1447,"21-12-2020","Nova Scotia"
7,1454,"22-12-2020","Nova Scotia"
4,1458,"23-12-2020","Nova Scotia"
7,1465,"24-12-2020","Nova Scotia"
0,1465,"25-12-2020","Nova Scotia"
9,1474,"26-12-2020","Nova Scotia"
3,1477,"27-12-2020","Nova Scotia"
1,1478,"28-12-2020","Nova Scotia"
2,1480,"29-12-2020","Nova Scotia"
3,1483,"30-12-2020","Nova Scotia"
3,1486,"31-12-2020","Nova Scotia"
11,1497,"01-01-2021","Nova Scotia"
2,1499,"02-01-2021","Nova Scotia"
2,1501,"03-01-2021","Nova Scotia"
4,1505,"04-01-2021","Nova Scotia"
3,1508,"05-01-2021","Nova Scotia"
12,1520,"06-01-2021","Nova Scotia"
4,1524,"07-01-2021","Nova Scotia"
2,1526,"08-01-2021","Nova Scotia"
2,1528,"09-01-2021","Nova Scotia"
0,1528,"10-01-2021","Nova Scotia"
5,1533,"11-01-2021","Nova Scotia"
1,1534,"12-01-2021","Nova Scotia"
8,1542,"13-01-2021","Nova Scotia"
6,1548,"14-01-2021","Nova Scotia"
2,1550,"15-01-2021","Nova Scotia"
4,1554,"16-01-2021","Nova Scotia"
3,1557,"17-01-2021","Nova Scotia"
0,1557,"18-01-2021","Nova Scotia"
4,1561,"19-01-2021","Nova Scotia"
3,1564,"20-01-2021","Nova Scotia"
2,1566,"21-01-2021","Nova Scotia"
4,1570,"22-01-2021","Nova Scotia"
1,1571,"23-01-2021","Nova Scotia"
0,1571,"24-01-2021","Nova Scotia"
0,0,"25-01-2020","Nunavut"
0,0,"26-01-2020","Nunavut"
0,0,"27-01-2020","Nunavut"
0,0,"28-01-2020","Nunavut"
0,0,"29-01-2020","Nunavut"
0,0,"30-01-2020","Nunavut"
0,0,"31-01-2020","Nunavut"
0,0,"01-02-2020","Nunavut"
0,0,"02-02-2020","Nunavut"
0,0,"03-02-2020","Nunavut"
0,0,"04-02-2020","Nunavut"
0,0,"05-02-2020","Nunavut"
0,0,"06-02-2020","Nunavut"
0,0,"07-02-2020","Nunavut"
0,0,"08-02-2020","Nunavut"
0,0,"09-02-2020","Nunavut"
0,0,"10-02-2020","Nunavut"
0,0,"11-02-2020","Nunavut"
0,0,"12-02-2020","Nunavut"
0,0,"13-02-2020","Nunavut"
0,0,"14-02-2020","Nunavut"
0,0,"15-02-2020","Nunavut"
0,0,"16-02-2020","Nunavut"
0,0,"17-02-2020","Nunavut"
0,0,"18-02-2020","Nunavut"
0,0,"19-02-2020","Nunavut"
0,0,"20-02-2020","Nunavut"
0,0,"21-02-2020","Nunavut"
0,0,"22-02-2020","Nunavut"
0,0,"23-02-2020","Nunavut"
