"cumulative_deaths","date_death_report","deaths","province"
0,"26-10-2020",0,"Nunavut"
0,"27-10-2020",0,"Nunavut"
0,"28-10-2020",0,"Nunavut"
0,"29-10-2020",0,"Nunavut"
0,"30-10-2020",0,"Nunavut"
0,"31-10-2020",0,"Nunavut"
0,"01-11-2020",0,"Nunavut"
0,"02-11-2020",0,"Nunavut"
0,"03-11-2020",0,"Nunavut"
0,"04-11-2020",0,"Nunavut"
0,"05-11-2020",0,"Nunavut"
0,"06-11-2020",0,"Nunavut"
0,"07-11-2020",0,"Nunavut"
0,"08-11-2020",0,"Nunavut"
0,"09-11-2020",0,"Nunavut"
0,"10-11-2020",0,"Nunavut"
0,"11-11-2020",0,"Nunavut"
0,"12-11-2020",0,"Nunavut"
0,"13-11-2020",0,"Nunavut"
0,"14-11-2020",0,"Nunavut"
0,"15-11-2020",0,"Nunavut"
0,"16-11-2020",0,"Nunavut"
0,"17-11-2020",0,"Nunavut"
0,"18-11-2020",0,"Nunavut"
0,"19-11-2020",0,"Nunavut"
0,"20-11-2020",0,"Nunavut"
0,"21-11-2020",0,"Nunavut"
0,"22-11-2020",0,"Nunavut"
0,"23-11-2020",0,"Nunavut"
0,"24-11-2020",0,"Nunavut"
0,"25-11-2020",0,"Nunavut"
0,"26-11-2020",0,"Nunavut"
0,"27-11-2020",0,"Nunavut"
0,"28-11-2020",0,"Nunavut"
0,"29-11-2020",0,"Nunavut"
0,"30-11-2020",0,"Nunavut"
0,"01-12-2020",0,"Nunavut"
0,"02-12-2020",0,"Nunavut"
0,"03-12-2020",0,"Nunavut"
0,"04-12-2020",0,"Nunavut"
0,"05-12-2020",0,"Nunavut"
0,"06-12-2020",0,"Nunavut"
0,"07-12-2020",0,"Nunavut"
0,"08-12-2020",0,"Nunavut"
0,"09-12-2020",0,"Nunavut"
0,"10-12-2020",0,"Nunavut"
0,"11-12-2020",0,"Nunavut"
0,"12-12-2020",0,"Nunavut"
0,"13-12-2020",0,"Nunavut"
0,"14-12-2020",0,"Nunavut"
0,"15-12-2020",0,"Nunavut"
0,"16-12-2020",0,"Nunavut"
0,"17-12-2020",0,"Nunavut"
0,"18-12-2020",0,"Nunavut"
0,"19-12-2020",0,"Nunavut"
2,"20-12-2020",2,"Nunavut"
2,"21-12-2020",0,"Nunavut"
2,"22-12-2020",0,"Nunavut"
2,"23-12-2020",0,"Nunavut"
2,"24-12-2020",0,"Nunavut"
2,"25-12-2020",0,"Nunavut"
2,"26-12-2020",0,"Nunavut"
2,"27-12-2020",0,"Nunavut"
2,"28-12-2020",0,"Nunavut"
2,"29-12-2020",0,"Nunavut"
2,"30-12-2020",0,"Nunavut"
2,"31-12-2020",0,"Nunavut"
2,"01-01-2021",0,"Nunavut"
2,"02-01-2021",0,"Nunavut"
2,"03-01-2021",0,"Nunavut"
2,"04-01-2021",0,"Nunavut"
2,"05-01-2021",0,"Nunavut"
2,"06-01-2021",0,"Nunavut"
2,"07-01-2021",0,"Nunavut"
2,"08-01-2021",0,"Nunavut"
2,"09-01-2021",0,"Nunavut"
2,"10-01-2021",0,"Nunavut"
2,"11-01-2021",0,"Nunavut"
2,"12-01-2021",0,"Nunavut"
2,"13-01-2021",0,"Nunavut"
2,"14-01-2021",0,"Nunavut"
2,"15-01-2021",0,"Nunavut"
2,"16-01-2021",0,"Nunavut"
2,"17-01-2021",0,"Nunavut"
2,"18-01-2021",0,"Nunavut"
2,"19-01-2021",0,"Nunavut"
2,"20-01-2021",0,"Nunavut"
2,"21-01-2021",0,"Nunavut"
0,"08-03-2020",0,"NWT"
0,"09-03-2020",0,"NWT"
0,"10-03-2020",0,"NWT"
0,"11-03-2020",0,"NWT"
0,"12-03-2020",0,"NWT"
0,"13-03-2020",0,"NWT"
0,"14-03-2020",0,"NWT"
0,"15-03-2020",0,"NWT"
0,"16-03-2020",0,"NWT"
0,"17-03-2020",0,"NWT"
0,"18-03-2020",0,"NWT"
0,"19-03-2020",0,"NWT"
0,"20-03-2020",0,"NWT"
0,"21-03-2020",0,"NWT"
0,"22-03-2020",0,"NWT"
0,"23-03-2020",0,"NWT"
0,"24-03-2020",0,"NWT"
0,"25-03-2020",0,"NWT"
0,"26-03-2020",0,"NWT"
0,"27-03-2020",0,"NWT"
0,"28-03-2020",0,"NWT"
0,"29-03-2020",0,"NWT"
0,"30-03-2020",0,"NWT"
0,"31-03-2020",0,"NWT"
0,"01-04-2020",0,"NWT"
0,"02-04-2020",0,"NWT"
0,"03-04-2020",0,"NWT"
0,"04-04-2020",0,"NWT"
0,"05-04-2020",0,"NWT"
0,"06-04-2020",0,"NWT"
0,"07-04-2020",0,"NWT"
0,"08-04-2020",0,"NWT"
0,"09-04-2020",0,"NWT"
0,"10-04-2020",0,"NWT"
0,"11-04-2020",0,"NWT"
0,"12-04-2020",0,"NWT"
0,"13-04-2020",0,"NWT"
0,"14-04-2020",0,"NWT"
0,"15-04-2020",0,"NWT"
0,"16-04-2020",0,"NWT"
0,"17-04-2020",0,"NWT"
0,"18-04-2020",0,"NWT"
0,"19-04-2020",0,"NWT"
0,"20-04-2020",0,"NWT"
0,"21-04-2020",0,"NWT"
0,"22-04-2020",0,"NWT"
0,"23-04-2020",0,"NWT"
0,"24-04-2020",0,"NWT"
0,"25-04-2020",0,"NWT"
0,"26-04-2020",0,"NWT"
0,"27-04-2020",0,"NWT"
0,"28-04-2020",0,"NWT"
0,"29-04-2020",0,"NWT"
0,"30-04-2020",0,"NWT"
0,"01-05-2020",0,"NWT"
0,"02-05-2020",0,"NWT"
0,"03-05-2020",0,"NWT"
0,"04-05-2020",0,"NWT"
0,"05-05-2020",0,"NWT"
0,"06-05-2020",0,"NWT"
0,"07-05-2020",0,"NWT"
0,"08-05-2020",0,"NWT"
0,"09-05-2020",0,"NWT"
0,"10-05-2020",0,"NWT"
0,"11-05-2020",0,"NWT"
0,"12-05-2020",0,"NWT"
0,"13-05-2020",0,"NWT"
0,"14-05-2020",0,"NWT"
0,"15-05-2020",0,"NWT"
0,"16-05-2020",0,"NWT"
0,"17-05-2020",0,"NWT"
0,"18-05-2020",0,"NWT"
0,"19-05-2020",0,"NWT"
0,"20-05-2020",0,"NWT"
0,"21-05-2020",0,"NWT"
0,"22-05-2020",0,"NWT"
0,"23-05-2020",0,"NWT"
0,"24-05-2020",0,"NWT"
0,"25-05-2020",0,"NWT"
0,"26-05-2020",0,"NWT"
0,"27-05-2020",0,"NWT"
0,"28-05-2020",0,"NWT"
0,"29-05-2020",0,"NWT"
0,"30-05-2020",0,"NWT"
0,"31-05-2020",0,"NWT"
0,"01-06-2020",0,"NWT"
0,"02-06-2020",0,"NWT"
0,"03-06-2020",0,"NWT"
0,"04-06-2020",0,"NWT"
0,"05-06-2020",0,"NWT"
0,"06-06-2020",0,"NWT"
0,"07-06-2020",0,"NWT"
0,"08-06-2020",0,"NWT"
0,"09-06-2020",0,"NWT"
0,"10-06-2020",0,"NWT"
0,"11-06-2020",0,"NWT"
0,"12-06-2020",0,"NWT"
0,"13-06-2020",0,"NWT"
0,"14-06-2020",0,"NWT"
0,"15-06-2020",0,"NWT"
0,"16-06-2020",0,"NWT"
0,"17-06-2020",0,"NWT"
0,"18-06-2020",0,"NWT"
0,"19-06-2020",0,"NWT"
0,"20-06-2020",0,"NWT"
0,"21-06-2020",0,"NWT"
0,"22-06-2020",0,"NWT"
0,"23-06-2020",0,"NWT"
0,"24-06-2020",0,"NWT"
0,"25-06-2020",0,"NWT"
0,"26-06-2020",0,"NWT"
0,"27-06-2020",0,"NWT"
0,"28-06-2020",0,"NWT"
0,"29-06-2020",0,"NWT"
0,"30-06-2020",0,"NWT"
0,"01-07-2020",0,"NWT"
0,"02-07-2020",0,"NWT"
0,"03-07-2020",0,"NWT"
0,"04-07-2020",0,"NWT"
0,"05-07-2020",0,"NWT"
0,"06-07-2020",0,"NWT"
0,"07-07-2020",0,"NWT"
0,"08-07-2020",0,"NWT"
0,"09-07-2020",0,"NWT"
0,"10-07-2020",0,"NWT"
0,"11-07-2020",0,"NWT"
0,"12-07-2020",0,"NWT"
0,"13-07-2020",0,"NWT"
0,"14-07-2020",0,"NWT"
0,"15-07-2020",0,"NWT"
0,"16-07-2020",0,"NWT"
0,"17-07-2020",0,"NWT"
0,"18-07-2020",0,"NWT"
0,"19-07-2020",0,"NWT"
0,"20-07-2020",0,"NWT"
0,"21-07-2020",0,"NWT"
0,"22-07-2020",0,"NWT"
0,"23-07-2020",0,"NWT"
0,"24-07-2020",0,"NWT"
0,"25-07-2020",0,"NWT"
0,"26-07-2020",0,"NWT"
0,"27-07-2020",0,"NWT"
0,"28-07-2020",0,"NWT"
0,"29-07-2020",0,"NWT"
0,"30-07-2020",0,"NWT"
0,"31-07-2020",0,"NWT"
0,"01-08-2020",0,"NWT"
0,"02-08-2020",0,"NWT"
0,"03-08-2020",0,"NWT"
0,"04-08-2020",0,"NWT"
0,"05-08-2020",0,"NWT"
0,"06-08-2020",0,"NWT"
0,"07-08-2020",0,"NWT"
0,"08-08-2020",0,"NWT"
0,"09-08-2020",0,"NWT"
0,"10-08-2020",0,"NWT"
0,"11-08-2020",0,"NWT"
0,"12-08-2020",0,"NWT"
0,"13-08-2020",0,"NWT"
0,"14-08-2020",0,"NWT"
0,"15-08-2020",0,"NWT"
0,"16-08-2020",0,"NWT"
0,"17-08-2020",0,"NWT"
0,"18-08-2020",0,"NWT"
0,"19-08-2020",0,"NWT"
0,"20-08-2020",0,"NWT"
0,"21-08-2020",0,"NWT"
0,"22-08-2020",0,"NWT"
0,"23-08-2020",0,"NWT"
0,"24-08-2020",0,"NWT"
0,"25-08-2020",0,"NWT"
0,"26-08-2020",0,"NWT"
0,"27-08-2020",0,"NWT"
0,"28-08-2020",0,"NWT"
0,"29-08-2020",0,"NWT"
0,"30-08-2020",0,"NWT"
0,"31-08-2020",0,"NWT"
0,"01-09-2020",0,"NWT"
0,"02-09-2020",0,"NWT"
0,"03-09-2020",0,"NWT"
0,"04-09-2020",0,"NWT"
0,"05-09-2020",0,"NWT"
0,"06-09-2020",0,"NWT"
0,"07-09-2020",0,"NWT"
0,"08-09-2020",0,"NWT"
0,"09-09-2020",0,"NWT"
0,"10-09-2020",0,"NWT"
0,"11-09-2020",0,"NWT"
0,"12-09-2020",0,"NWT"
0,"13-09-2020",0,"NWT"
0,"14-09-2020",0,"NWT"
0,"15-09-2020",0,"NWT"
0,"16-09-2020",0,"NWT"
0,"17-09-2020",0,"NWT"
0,"18-09-2020",0,"NWT"
0,"19-09-2020",0,"NWT"
0,"20-09-2020",0,"NWT"
0,"21-09-2020",0,"NWT"
0,"22-09-2020",0,"NWT"
0,"23-09-2020",0,"NWT"
0,"24-09-2020",0,"NWT"
0,"25-09-2020",0,"NWT"
0,"26-09-2020",0,"NWT"
0,"27-09-2020",0,"NWT"
0,"28-09-2020",0,"NWT"
0,"29-09-2020",0,"NWT"
0,"30-09-2020",0,"NWT"
0,"01-10-2020",0,"NWT"
0,"02-10-2020",0,"NWT"
0,"03-10-2020",0,"NWT"
0,"04-10-2020",0,"NWT"
0,"05-10-2020",0,"NWT"
0,"06-10-2020",0,"NWT"
0,"07-10-2020",0,"NWT"
0,"08-10-2020",0,"NWT"
0,"09-10-2020",0,"NWT"
0,"10-10-2020",0,"NWT"
0,"11-10-2020",0,"NWT"
0,"12-10-2020",0,"NWT"
0,"13-10-2020",0,"NWT"
0,"14-10-2020",0,"NWT"
0,"15-10-2020",0,"NWT"
0,"16-10-2020",0,"NWT"
0,"17-10-2020",0,"NWT"
0,"18-10-2020",0,"NWT"
0,"19-10-2020",0,"NWT"
0,"20-10-2020",0,"NWT"
0,"21-10-2020",0,"NWT"
0,"22-10-2020",0,"NWT"
0,"23-10-2020",0,"NWT"
0,"24-10-2020",0,"NWT"
0,"25-10-2020",0,"NWT"
0,"26-10-2020",0,"NWT"
0,"27-10-2020",0,"NWT"
0,"28-10-2020",0,"NWT"
0,"29-10-2020",0,"NWT"
0,"30-10-2020",0,"NWT"
0,"31-10-2020",0,"NWT"
0,"01-11-2020",0,"NWT"
0,"02-11-2020",0,"NWT"
0,"03-11-2020",0,"NWT"
0,"04-11-2020",0,"NWT"
0,"05-11-2020",0,"NWT"
0,"06-11-2020",0,"NWT"
0,"07-11-2020",0,"NWT"
0,"08-11-2020",0,"NWT"
0,"09-11-2020",0,"NWT"
0,"10-11-2020",0,"NWT"
0,"11-11-2020",0,"NWT"
0,"12-11-2020",0,"NWT"
0,"13-11-2020",0,"NWT"
0,"14-11-2020",0,"NWT"
0,"15-11-2020",0,"NWT"
0,"16-11-2020",0,"NWT"
0,"17-11-2020",0,"NWT"
0,"18-11-2020",0,"NWT"
0,"19-11-2020",0,"NWT"
0,"20-11-2020",0,"NWT"
0,"21-11-2020",0,"NWT"
0,"22-11-2020",0,"NWT"
0,"23-11-2020",0,"NWT"
0,"24-11-2020",0,"NWT"
0,"25-11-2020",0,"NWT"
0,"26-11-2020",0,"NWT"
0,"27-11-2020",0,"NWT"
0,"28-11-2020",0,"NWT"
0,"29-11-2020",0,"NWT"
0,"30-11-2020",0,"NWT"
0,"01-12-2020",0,"NWT"
0,"02-12-2020",0,"NWT"
0,"03-12-2020",0,"NWT"
0,"04-12-2020",0,"NWT"
0,"05-12-2020",0,"NWT"
0,"06-12-2020",0,"NWT"
0,"07-12-2020",0,"NWT"
0,"08-12-2020",0,"NWT"
0,"09-12-2020",0,"NWT"
0,"10-12-2020",0,"NWT"
0,"11-12-2020",0,"NWT"
0,"12-12-2020",0,"NWT"
0,"13-12-2020",0,"NWT"
0,"14-12-2020",0,"NWT"
0,"15-12-2020",0,"NWT"
0,"16-12-2020",0,"NWT"
0,"17-12-2020",0,"NWT"
0,"18-12-2020",0,"NWT"
0,"19-12-2020",0,"NWT"
0,"20-12-2020",0,"NWT"
0,"21-12-2020",0,"NWT"
0,"22-12-2020",0,"NWT"
0,"23-12-2020",0,"NWT"
0,"24-12-2020",0,"NWT"
0,"25-12-2020",0,"NWT"
0,"26-12-2020",0,"NWT"
0,"27-12-2020",0,"NWT"
0,"28-12-2020",0,"NWT"
0,"29-12-2020",0,"NWT"
0,"30-12-2020",0,"NWT"
0,"31-12-2020",0,"NWT"
0,"01-01-2021",0,"NWT"
0,"02-01-2021",0,"NWT"
0,"03-01-2021",0,"NWT"
0,"04-01-2021",0,"NWT"
0,"05-01-2021",0,"NWT"
0,"06-01-2021",0,"NWT"
0,"07-01-2021",0,"NWT"
0,"08-01-2021",0,"NWT"
0,"09-01-2021",0,"NWT"
0,"10-01-2021",0,"NWT"
0,"11-01-2021",0,"NWT"
0,"12-01-2021",0,"NWT"
0,"13-01-2021",0,"NWT"
0,"14-01-2021",0,"NWT"
0,"15-01-2021",0,"NWT"
0,"16-01-2021",0,"NWT"
0,"17-01-2021",0,"NWT"
0,"18-01-2021",0,"NWT"
0,"19-01-2021",0,"NWT"
0,"20-01-2021",0,"NWT"
0,"21-01-2021",0,"NWT"
0,"08-03-2020",0,"Ontario"
0,"09-03-2020",0,"Ontario"
0,"10-03-2020",0,"Ontario"
1,"11-03-2020",1,"Ontario"
1,"12-03-2020",0,"Ontario"
1,"13-03-2020",0,"Ontario"
1,"14-03-2020",0,"Ontario"
1,"15-03-2020",0,"Ontario"
1,"16-03-2020",0,"Ontario"
1,"17-03-2020",0,"Ontario"
1,"18-03-2020",0,"Ontario"
2,"19-03-2020",1,"Ontario"
2,"20-03-2020",0,"Ontario"
3,"21-03-2020",1,"Ontario"
6,"22-03-2020",3,"Ontario"
6,"23-03-2020",0,"Ontario"
8,"24-03-2020",2,"Ontario"
13,"25-03-2020",5,"Ontario"
15,"26-03-2020",2,"Ontario"
18,"27-03-2020",3,"Ontario"
19,"28-03-2020",1,"Ontario"
23,"29-03-2020",4,"Ontario"
34,"30-03-2020",11,"Ontario"
58,"31-03-2020",24,"Ontario"
71,"01-04-2020",13,"Ontario"
85,"02-04-2020",14,"Ontario"
103,"03-04-2020",18,"Ontario"
133,"04-04-2020",30,"Ontario"
141,"05-04-2020",8,"Ontario"
162,"06-04-2020",21,"Ontario"
189,"07-04-2020",27,"Ontario"
211,"08-04-2020",22,"Ontario"
233,"09-04-2020",22,"Ontario"
268,"10-04-2020",35,"Ontario"
289,"11-04-2020",21,"Ontario"
302,"12-04-2020",13,"Ontario"
332,"13-04-2020",30,"Ontario"
397,"14-04-2020",65,"Ontario"
445,"15-04-2020",48,"Ontario"
498,"16-04-2020",53,"Ontario"
533,"17-04-2020",35,"Ontario"
571,"18-04-2020",38,"Ontario"
602,"19-04-2020",31,"Ontario"
651,"20-04-2020",49,"Ontario"
697,"21-04-2020",46,"Ontario"
757,"22-04-2020",60,"Ontario"
798,"23-04-2020",41,"Ontario"
850,"24-04-2020",52,"Ontario"
898,"25-04-2020",48,"Ontario"
945,"26-04-2020",47,"Ontario"
1002,"27-04-2020",57,"Ontario"
1050,"28-04-2020",48,"Ontario"
1133,"29-04-2020",83,"Ontario"
1176,"30-04-2020",43,"Ontario"
1237,"01-05-2020",61,"Ontario"
1264,"02-05-2020",27,"Ontario"
1302,"03-05-2020",38,"Ontario"
1426,"04-05-2020",124,"Ontario"
1485,"05-05-2020",59,"Ontario"
1544,"06-05-2020",59,"Ontario"
1591,"07-05-2020",47,"Ontario"
1648,"08-05-2020",57,"Ontario"
1708,"09-05-2020",60,"Ontario"
1726,"10-05-2020",18,"Ontario"
1775,"11-05-2020",49,"Ontario"
1838,"12-05-2020",63,"Ontario"
1870,"13-05-2020",32,"Ontario"
1901,"14-05-2020",31,"Ontario"
1925,"15-05-2020",24,"Ontario"
1959,"16-05-2020",34,"Ontario"
1982,"17-05-2020",23,"Ontario"
2002,"18-05-2020",20,"Ontario"
2017,"19-05-2020",15,"Ontario"
2066,"20-05-2020",49,"Ontario"
2090,"21-05-2020",24,"Ontario"
2112,"22-05-2020",22,"Ontario"
2139,"23-05-2020",27,"Ontario"
2163,"24-05-2020",24,"Ontario"
2192,"25-05-2020",29,"Ontario"
2215,"26-05-2020",23,"Ontario"
2246,"27-05-2020",31,"Ontario"
2274,"28-05-2020",28,"Ontario"
2296,"29-05-2020",22,"Ontario"
2315,"30-05-2020",19,"Ontario"
2327,"31-05-2020",12,"Ontario"
2335,"01-06-2020",8,"Ontario"
2354,"02-06-2020",19,"Ontario"
2372,"03-06-2020",18,"Ontario"
2417,"04-06-2020",45,"Ontario"
2427,"05-06-2020",10,"Ontario"
2464,"06-06-2020",37,"Ontario"
2483,"07-06-2020",19,"Ontario"
2506,"08-06-2020",23,"Ontario"
2518,"09-06-2020",12,"Ontario"
2525,"10-06-2020",7,"Ontario"
2542,"11-06-2020",17,"Ontario"
2552,"12-06-2020",10,"Ontario"
2562,"13-06-2020",10,"Ontario"
2570,"14-06-2020",8,"Ontario"
2579,"15-06-2020",9,"Ontario"
2593,"16-06-2020",14,"Ontario"
2599,"17-06-2020",6,"Ontario"
2603,"18-06-2020",4,"Ontario"
2613,"19-06-2020",10,"Ontario"
2640,"20-06-2020",27,"Ontario"
2645,"21-06-2020",5,"Ontario"
2654,"22-06-2020",9,"Ontario"
2664,"23-06-2020",10,"Ontario"
2677,"24-06-2020",13,"Ontario"
2689,"25-06-2020",12,"Ontario"
2692,"26-06-2020",3,"Ontario"
2701,"27-06-2020",9,"Ontario"
2706,"28-06-2020",5,"Ontario"
2716,"29-06-2020",10,"Ontario"
2720,"30-06-2020",4,"Ontario"
2724,"01-07-2020",4,"Ontario"
2728,"02-07-2020",4,"Ontario"
2731,"03-07-2020",3,"Ontario"
2733,"04-07-2020",2,"Ontario"
2734,"05-07-2020",1,"Ontario"
2734,"06-07-2020",0,"Ontario"
2735,"07-07-2020",1,"Ontario"
2740,"08-07-2020",5,"Ontario"
2742,"09-07-2020",2,"Ontario"
2752,"10-07-2020",10,"Ontario"
2752,"11-07-2020",0,"Ontario"
2753,"12-07-2020",1,"Ontario"
2759,"13-07-2020",6,"Ontario"
2761,"14-07-2020",2,"Ontario"
2770,"15-07-2020",9,"Ontario"
2776,"16-07-2020",6,"Ontario"
2781,"17-07-2020",5,"Ontario"
2782,"18-07-2020",1,"Ontario"
2785,"19-07-2020",3,"Ontario"
2785,"20-07-2020",0,"Ontario"
2788,"21-07-2020",3,"Ontario"
2789,"22-07-2020",1,"Ontario"
2789,"23-07-2020",0,"Ontario"
2792,"24-07-2020",3,"Ontario"
2794,"25-07-2020",2,"Ontario"
2798,"26-07-2020",4,"Ontario"
2799,"27-07-2020",1,"Ontario"
2804,"28-07-2020",5,"Ontario"
2806,"29-07-2020",2,"Ontario"
2809,"30-07-2020",3,"Ontario"
2811,"31-07-2020",2,"Ontario"
2813,"01-08-2020",2,"Ontario"
2814,"02-08-2020",1,"Ontario"
2817,"03-08-2020",3,"Ontario"
2820,"04-08-2020",3,"Ontario"
2821,"05-08-2020",1,"Ontario"
2821,"06-08-2020",0,"Ontario"
2821,"07-08-2020",0,"Ontario"
2823,"08-08-2020",2,"Ontario"
2824,"09-08-2020",1,"Ontario"
2824,"10-08-2020",0,"Ontario"
2825,"11-08-2020",1,"Ontario"
2825,"12-08-2020",0,"Ontario"
2826,"13-08-2020",1,"Ontario"
2827,"14-08-2020",1,"Ontario"
2827,"15-08-2020",0,"Ontario"
2827,"16-08-2020",0,"Ontario"
2827,"17-08-2020",0,"Ontario"
2828,"18-08-2020",1,"Ontario"
2828,"19-08-2020",0,"Ontario"
2829,"20-08-2020",1,"Ontario"
2833,"21-08-2020",4,"Ontario"
2833,"22-08-2020",0,"Ontario"
2834,"23-08-2020",1,"Ontario"
2834,"24-08-2020",0,"Ontario"
2837,"25-08-2020",3,"Ontario"
2838,"26-08-2020",1,"Ontario"
2838,"27-08-2020",0,"Ontario"
2845,"28-08-2020",7,"Ontario"
2846,"29-08-2020",1,"Ontario"
2846,"30-08-2020",0,"Ontario"
2847,"31-08-2020",1,"Ontario"
2848,"01-09-2020",1,"Ontario"
2849,"02-09-2020",1,"Ontario"
2851,"03-09-2020",2,"Ontario"
2851,"04-09-2020",0,"Ontario"
2851,"05-09-2020",0,"Ontario"
2851,"06-09-2020",0,"Ontario"
2852,"07-09-2020",1,"Ontario"
2853,"08-09-2020",1,"Ontario"
2854,"09-09-2020",1,"Ontario"
2855,"10-09-2020",1,"Ontario"
2855,"11-09-2020",0,"Ontario"
2856,"12-09-2020",1,"Ontario"
2857,"13-09-2020",1,"Ontario"
2858,"14-09-2020",1,"Ontario"
2862,"15-09-2020",4,"Ontario"
2864,"16-09-2020",2,"Ontario"
2864,"17-09-2020",0,"Ontario"
2865,"18-09-2020",1,"Ontario"
2866,"19-09-2020",1,"Ontario"
2866,"20-09-2020",0,"Ontario"
2869,"21-09-2020",3,"Ontario"
2873,"22-09-2020",4,"Ontario"
2876,"23-09-2020",3,"Ontario"
2877,"24-09-2020",1,"Ontario"
2877,"25-09-2020",0,"Ontario"
2878,"26-09-2020",1,"Ontario"
2879,"27-09-2020",1,"Ontario"
2880,"28-09-2020",1,"Ontario"
2884,"29-09-2020",4,"Ontario"
2888,"30-09-2020",4,"Ontario"
2891,"01-10-2020",3,"Ontario"
2975,"02-10-2020",84,"Ontario"
3015,"03-10-2020",40,"Ontario"
3018,"04-10-2020",3,"Ontario"
3028,"05-10-2020",10,"Ontario"
3031,"06-10-2020",3,"Ontario"
3032,"07-10-2020",1,"Ontario"
3035,"08-10-2020",3,"Ontario"
3040,"09-10-2020",5,"Ontario"
3047,"10-10-2020",7,"Ontario"
3049,"11-10-2020",2,"Ontario"
3051,"12-10-2020",2,"Ontario"
3060,"13-10-2020",9,"Ontario"
3062,"14-10-2020",2,"Ontario"
3071,"15-10-2020",9,"Ontario"
3081,"16-10-2020",10,"Ontario"
3084,"17-10-2020",3,"Ontario"
3089,"18-10-2020",5,"Ontario"
3094,"19-10-2020",5,"Ontario"
3099,"20-10-2020",5,"Ontario"
3107,"21-10-2020",8,"Ontario"
3116,"22-10-2020",9,"Ontario"
3123,"23-10-2020",7,"Ontario"
3126,"24-10-2020",3,"Ontario"
3132,"25-10-2020",6,"Ontario"
3142,"26-10-2020",10,"Ontario"
3144,"27-10-2020",2,"Ontario"
3151,"28-10-2020",7,"Ontario"
3162,"29-10-2020",11,"Ontario"
3172,"30-10-2020",10,"Ontario"
3178,"31-10-2020",6,"Ontario"
3186,"01-11-2020",8,"Ontario"
3197,"02-11-2020",11,"Ontario"
3212,"03-11-2020",15,"Ontario"
3227,"04-11-2020",15,"Ontario"
3246,"05-11-2020",19,"Ontario"
3258,"06-11-2020",12,"Ontario"
3268,"07-11-2020",10,"Ontario"
3274,"08-11-2020",6,"Ontario"
3290,"09-11-2020",16,"Ontario"
3307,"10-11-2020",17,"Ontario"
3325,"11-11-2020",18,"Ontario"
3339,"12-11-2020",14,"Ontario"
3355,"13-11-2020",16,"Ontario"
3370,"14-11-2020",15,"Ontario"
3389,"15-11-2020",19,"Ontario"
3399,"16-11-2020",10,"Ontario"
3414,"17-11-2020",15,"Ontario"
3447,"18-11-2020",33,"Ontario"
3470,"19-11-2020",23,"Ontario"
3483,"20-11-2020",13,"Ontario"
3502,"21-11-2020",19,"Ontario"
3514,"22-11-2020",12,"Ontario"
3531,"23-11-2020",17,"Ontario"
3553,"24-11-2020",22,"Ontario"
3584,"25-11-2020",31,"Ontario"
3604,"26-11-2020",20,"Ontario"
3628,"27-11-2020",24,"Ontario"
3651,"28-11-2020",23,"Ontario"
3671,"29-11-2020",20,"Ontario"
3684,"30-11-2020",13,"Ontario"
3699,"01-12-2020",15,"Ontario"
3731,"02-12-2020",32,"Ontario"
3747,"03-12-2020",16,"Ontario"
3779,"04-12-2020",32,"Ontario"
3793,"05-12-2020",14,"Ontario"
3820,"06-12-2020",27,"Ontario"
3838,"07-12-2020",18,"Ontario"
3854,"08-12-2020",16,"Ontario"
3889,"09-12-2020",35,"Ontario"
3925,"10-12-2020",36,"Ontario"
3948,"11-12-2020",23,"Ontario"
3972,"12-12-2020",24,"Ontario"
3987,"13-12-2020",15,"Ontario"
4009,"14-12-2020",22,"Ontario"
4037,"15-12-2020",28,"Ontario"
4071,"16-12-2020",34,"Ontario"
4098,"17-12-2020",27,"Ontario"
4129,"18-12-2020",31,"Ontario"
4169,"19-12-2020",40,"Ontario"
4183,"20-12-2020",14,"Ontario"
4207,"21-12-2020",24,"Ontario"
4239,"22-12-2020",32,"Ontario"
4286,"23-12-2020",47,"Ontario"
4332,"24-12-2020",46,"Ontario"
4333,"25-12-2020",1,"Ontario"
4342,"26-12-2020",9,"Ontario"
4358,"27-12-2020",16,"Ontario"
4474,"28-12-2020",116,"Ontario"
4503,"29-12-2020",29,"Ontario"
4548,"30-12-2020",45,"Ontario"
4591,"31-12-2020",43,"Ontario"
4603,"01-01-2021",12,"Ontario"
4639,"02-01-2021",36,"Ontario"
4681,"03-01-2021",42,"Ontario"
4723,"04-01-2021",42,"Ontario"
4778,"05-01-2021",55,"Ontario"
4851,"06-01-2021",73,"Ontario"
4905,"07-01-2021",54,"Ontario"
4959,"08-01-2021",54,"Ontario"
5004,"09-01-2021",45,"Ontario"
5031,"10-01-2021",27,"Ontario"
5075,"11-01-2021",44,"Ontario"
5139,"12-01-2021",64,"Ontario"
5209,"13-01-2021",70,"Ontario"
5268,"14-01-2021",59,"Ontario"
5322,"15-01-2021",54,"Ontario"
5380,"16-01-2021",58,"Ontario"
5448,"17-01-2021",68,"Ontario"
5483,"18-01-2021",35,"Ontario"
5539,"19-01-2021",56,"Ontario"
5624,"20-01-2021",85,"Ontario"
5676,"21-01-2021",52,"Ontario"
0,"08-03-2020",0,"PEI"
0,"09-03-2020",0,"PEI"
0,"10-03-2020",0,"PEI"
0,"11-03-2020",0,"PEI"
0,"12-03-2020",0,"PEI"
