"active_cases","active_cases_change","cumulative_cases","cumulative_deaths","cumulative_recovered","date_active","province"
1,0,1,0,0,"27-03-2020","NWT"
1,0,1,0,0,"28-03-2020","NWT"
1,0,1,0,0,"29-03-2020","NWT"
1,0,1,0,0,"30-03-2020","NWT"
1,0,1,0,0,"31-03-2020","NWT"
2,1,2,0,0,"01-04-2020","NWT"
2,0,2,0,0,"02-04-2020","NWT"
3,1,4,0,1,"03-04-2020","NWT"
3,0,4,0,1,"04-04-2020","NWT"
3,0,4,0,1,"05-04-2020","NWT"
4,1,5,0,1,"06-04-2020","NWT"
4,0,5,0,1,"07-04-2020","NWT"
4,0,5,0,1,"08-04-2020","NWT"
4,0,5,0,1,"09-04-2020","NWT"
4,0,5,0,1,"10-04-2020","NWT"
4,0,5,0,1,"11-04-2020","NWT"
4,0,5,0,1,"12-04-2020","NWT"
3,-1,5,0,2,"13-04-2020","NWT"
3,0,5,0,2,"14-04-2020","NWT"
3,0,5,0,2,"15-04-2020","NWT"
3,0,5,0,2,"16-04-2020","NWT"
2,-1,5,0,3,"17-04-2020","NWT"
2,0,5,0,3,"18-04-2020","NWT"
2,0,5,0,3,"19-04-2020","NWT"
0,-2,5,0,5,"20-04-2020","NWT"
0,0,5,0,5,"21-04-2020","NWT"
0,0,5,0,5,"22-04-2020","NWT"
0,0,5,0,5,"23-04-2020","NWT"
0,0,5,0,5,"24-04-2020","NWT"
0,0,5,0,5,"25-04-2020","NWT"
0,0,5,0,5,"26-04-2020","NWT"
0,0,5,0,5,"27-04-2020","NWT"
0,0,5,0,5,"28-04-2020","NWT"
0,0,5,0,5,"29-04-2020","NWT"
0,0,5,0,5,"30-04-2020","NWT"
0,0,5,0,5,"01-05-2020","NWT"
0,0,5,0,5,"02-05-2020","NWT"
0,0,5,0,5,"03-05-2020","NWT"
0,0,5,0,5,"04-05-2020","NWT"
0,0,5,0,5,"05-05-2020","NWT"
0,0,5,0,5,"06-05-2020","NWT"
0,0,5,0,5,"07-05-2020","NWT"
0,0,5,0,5,"08-05-2020","NWT"
0,0,5,0,5,"09-05-2020","NWT"
0,0,5,0,5,"10-05-2020","NWT"
0,0,5,0,5,"11-05-2020","NWT"
0,0,5,0,5,"12-05-2020","NWT"
0,0,5,0,5,"13-05-2020","NWT"
0,0,5,0,5,"14-05-2020","NWT"
0,0,5,0,5,"15-05-2020","NWT"
0,0,5,0,5,"16-05-2020","NWT"
0,0,5,0,5,"17-05-2020","NWT"
0,0,5,0,5,"18-05-2020","NWT"
0,0,5,0,5,"19-05-2020","NWT"
0,0,5,0,5,"20-05-2020","NWT"
0,0,5,0,5,"21-05-2020","NWT"
0,0,5,0,5,"22-05-2020","NWT"
0,0,5,0,5,"23-05-2020","NWT"
0,0,5,0,5,"24-05-2020","NWT"
0,0,5,0,5,"25-05-2020","NWT"
0,0,5,0,5,"26-05-2020","NWT"
0,0,5,0,5,"27-05-2020","NWT"
0,0,5,0,5,"28-05-2020","NWT"
0,0,5,0,5,"29-05-2020","NWT"
0,0,5,0,5,"30-05-2020","NWT"
0,0,5,0,5,"31-05-2020","NWT"
0,0,5,0,5,"01-06-2020","NWT"
0,0,5,0,5,"02-06-2020","NWT"
0,0,5,0,5,"03-06-2020","NWT"
0,0,5,0,5,"04-06-2020","NWT"
0,0,5,0,5,"05-06-2020","NWT"
0,0,5,0,5,"06-06-2020","NWT"
0,0,5,0,5,"07-06-2020","NWT"
0,0,5,0,5,"08-06-2020","NWT"
0,0,5,0,5,"09-06-2020","NWT"
0,0,5,0,5,"10-06-2020","NWT"
0,0,5,0,5,"11-06-2020","NWT"
0,0,5,0,5,"12-06-2020","NWT"
0,0,5,0,5,"13-06-2020","NWT"
0,0,5,0,5,"14-06-2020","NWT"
0,0,5,0,5,"15-06-2020","NWT"
0,0,5,0,5,"16-06-2020","NWT"
0,0,5,0,5,"17-06-2020","NWT"
0,0,5,0,5,"18-06-2020","NWT"
0,0,5,0,5,"19-06-2020","NWT"
0,0,5,0,5,"20-06-2020","NWT"
0,0,5,0,5,"21-06-2020","NWT"
0,0,5,0,5,"22-06-2020","NWT"
0,0,5,0,5,"23-06-2020","NWT"
0,0,5,0,5,"24-06-2020","NWT"
0,0,5,0,5,"25-06-2020","NWT"
0,0,5,0,5,"26-06-2020","NWT"
0,0,5,0,5,"27-06-2020","NWT"
0,0,5,0,5,"28-06-2020","NWT"
0,0,5,0,5,"29-06-2020","NWT"
0,0,5,0,5,"30-06-2020","NWT"
0,0,5,0,5,"01-07-2020","NWT"
0,0,5,0,5,"02-07-2020","NWT"
0,0,5,0,5,"03-07-2020","NWT"
0,0,5,0,5,"04-07-2020","NWT"
0,0,5,0,5,"05-07-2020","NWT"
0,0,5,0,5,"06-07-2020","NWT"
0,0,5,0,5,"07-07-2020","NWT"
0,0,5,0,5,"08-07-2020","NWT"
0,0,5,0,5,"09-07-2020","NWT"
0,0,5,0,5,"10-07-2020","NWT"
0,0,5,0,5,"11-07-2020","NWT"
0,0,5,0,5,"12-07-2020","NWT"
0,0,5,0,5,"13-07-2020","NWT"
0,0,5,0,5,"14-07-2020","NWT"
0,0,5,0,5,"15-07-2020","NWT"
0,0,5,0,5,"16-07-2020","NWT"
0,0,5,0,5,"17-07-2020","NWT"
0,0,5,0,5,"18-07-2020","NWT"
0,0,5,0,5,"19-07-2020","NWT"
0,0,5,0,5,"20-07-2020","NWT"
0,0,5,0,5,"21-07-2020","NWT"
0,0,5,0,5,"22-07-2020","NWT"
0,0,5,0,5,"23-07-2020","NWT"
0,0,5,0,5,"24-07-2020","NWT"
0,0,5,0,5,"25-07-2020","NWT"
0,0,5,0,5,"26-07-2020","NWT"
0,0,5,0,5,"27-07-2020","NWT"
0,0,5,0,5,"28-07-2020","NWT"
0,0,5,0,5,"29-07-2020","NWT"
0,0,5,0,5,"30-07-2020","NWT"
0,0,5,0,5,"31-07-2020","NWT"
0,0,5,0,5,"01-08-2020","NWT"
0,0,5,0,5,"02-08-2020","NWT"
0,0,5,0,5,"03-08-2020","NWT"
0,0,5,0,5,"04-08-2020","NWT"
0,0,5,0,5,"05-08-2020","NWT"
0,0,5,0,5,"06-08-2020","NWT"
0,0,5,0,5,"07-08-2020","NWT"
0,0,5,0,5,"08-08-2020","NWT"
0,0,5,0,5,"09-08-2020","NWT"
0,0,5,0,5,"10-08-2020","NWT"
0,0,5,0,5,"11-08-2020","NWT"
0,0,5,0,5,"12-08-2020","NWT"
0,0,5,0,5,"13-08-2020","NWT"
0,0,5,0,5,"14-08-2020","NWT"
0,0,5,0,5,"15-08-2020","NWT"
0,0,5,0,5,"16-08-2020","NWT"
0,0,5,0,5,"17-08-2020","NWT"
0,0,5,0,5,"18-08-2020","NWT"
0,0,5,0,5,"19-08-2020","NWT"
0,0,5,0,5,"20-08-2020","NWT"
0,0,5,0,5,"21-08-2020","NWT"
0,0,5,0,5,"22-08-2020","NWT"
0,0,5,0,5,"23-08-2020","NWT"
0,0,5,0,5,"24-08-2020","NWT"
0,0,5,0,5,"25-08-2020","NWT"
0,0,5,0,5,"26-08-2020","NWT"
0,0,5,0,5,"27-08-2020","NWT"
0,0,5,0,5,"28-08-2020","NWT"
0,0,5,0,5,"29-08-2020","NWT"
0,0,5,0,5,"30-08-2020","NWT"
0,0,5,0,5,"31-08-2020","NWT"
0,0,5,0,5,"01-09-2020","NWT"
0,0,5,0,5,"02-09-2020","NWT"
0,0,5,0,5,"03-09-2020","NWT"
0,0,5,0,5,"04-09-2020","NWT"
0,0,5,0,5,"05-09-2020","NWT"
0,0,5,0,5,"06-09-2020","NWT"
0,0,5,0,5,"07-09-2020","NWT"
0,0,5,0,5,"08-09-2020","NWT"
0,0,5,0,5,"09-09-2020","NWT"
0,0,5,0,5,"10-09-2020","NWT"
0,0,5,0,5,"11-09-2020","NWT"
0,0,5,0,5,"12-09-2020","NWT"
0,0,5,0,5,"13-09-2020","NWT"
0,0,5,0,5,"14-09-2020","NWT"
0,0,5,0,5,"15-09-2020","NWT"
0,0,5,0,5,"16-09-2020","NWT"
0,0,5,0,5,"17-09-2020","NWT"
0,0,5,0,5,"18-09-2020","NWT"
0,0,5,0,5,"19-09-2020","NWT"
0,0,5,0,5,"20-09-2020","NWT"
0,0,5,0,5,"21-09-2020","NWT"
0,0,5,0,5,"22-09-2020","NWT"
0,0,5,0,5,"23-09-2020","NWT"
0,0,5,0,5,"24-09-2020","NWT"
0,0,5,0,5,"25-09-2020","NWT"
0,0,5,0,5,"26-09-2020","NWT"
0,0,5,0,5,"27-09-2020","NWT"
0,0,5,0,5,"28-09-2020","NWT"
0,0,5,0,5,"29-09-2020","NWT"
0,0,5,0,5,"30-09-2020","NWT"
0,0,5,0,5,"01-10-2020","NWT"
0,0,5,0,5,"02-10-2020","NWT"
0,0,5,0,5,"03-10-2020","NWT"
0,0,5,0,5,"04-10-2020","NWT"
0,0,5,0,5,"05-10-2020","NWT"
0,0,5,0,5,"06-10-2020","NWT"
0,0,5,0,5,"07-10-2020","NWT"
0,0,5,0,5,"08-10-2020","NWT"
0,0,5,0,5,"09-10-2020","NWT"
0,0,5,0,5,"10-10-2020","NWT"
0,0,5,0,5,"11-10-2020","NWT"
0,0,5,0,5,"12-10-2020","NWT"
0,0,5,0,5,"13-10-2020","NWT"
0,0,5,0,5,"14-10-2020","NWT"
0,0,5,0,5,"15-10-2020","NWT"
0,0,5,0,5,"16-10-2020","NWT"
0,0,5,0,5,"17-10-2020","NWT"
0,0,5,0,5,"18-10-2020","NWT"
0,0,5,0,5,"19-10-2020","NWT"
1,1,6,0,5,"20-10-2020","NWT"
3,2,8,0,5,"21-10-2020","NWT"
3,0,8,0,5,"22-10-2020","NWT"
4,1,9,0,5,"23-10-2020","NWT"
4,0,9,0,5,"24-10-2020","NWT"
4,0,9,0,5,"25-10-2020","NWT"
1,-3,9,0,8,"26-10-2020","NWT"
1,0,9,0,8,"27-10-2020","NWT"
2,1,10,0,8,"28-10-2020","NWT"
2,0,10,0,8,"29-10-2020","NWT"
2,0,10,0,8,"30-10-2020","NWT"
2,0,10,0,8,"31-10-2020","NWT"
2,0,10,0,8,"01-11-2020","NWT"
2,0,10,0,8,"02-11-2020","NWT"
1,-1,10,0,9,"03-11-2020","NWT"
1,0,10,0,9,"04-11-2020","NWT"
0,-1,10,0,10,"05-11-2020","NWT"
0,0,10,0,10,"06-11-2020","NWT"
0,0,10,0,10,"07-11-2020","NWT"
0,0,10,0,10,"08-11-2020","NWT"
0,0,10,0,10,"09-11-2020","NWT"
0,0,10,0,10,"10-11-2020","NWT"
1,1,11,0,10,"11-11-2020","NWT"
1,0,11,0,10,"12-11-2020","NWT"
5,4,15,0,10,"13-11-2020","NWT"
5,0,15,0,10,"14-11-2020","NWT"
5,0,15,0,10,"15-11-2020","NWT"
5,0,15,0,10,"16-11-2020","NWT"
5,0,15,0,10,"17-11-2020","NWT"
5,0,15,0,10,"18-11-2020","NWT"
5,0,15,0,10,"19-11-2020","NWT"
5,0,15,0,10,"20-11-2020","NWT"
5,0,15,0,10,"21-11-2020","NWT"
5,0,15,0,10,"22-11-2020","NWT"
5,0,15,0,10,"23-11-2020","NWT"
0,-5,15,0,15,"24-11-2020","NWT"
0,0,15,0,15,"25-11-2020","NWT"
0,0,15,0,15,"26-11-2020","NWT"
0,0,15,0,15,"27-11-2020","NWT"
0,0,15,0,15,"28-11-2020","NWT"
0,0,15,0,15,"29-11-2020","NWT"
0,0,15,0,15,"30-11-2020","NWT"
0,0,15,0,15,"01-12-2020","NWT"
0,0,15,0,15,"02-12-2020","NWT"
0,0,15,0,15,"03-12-2020","NWT"
0,0,15,0,15,"04-12-2020","NWT"
0,0,15,0,15,"05-12-2020","NWT"
0,0,15,0,15,"06-12-2020","NWT"
0,0,15,0,15,"07-12-2020","NWT"
0,0,15,0,15,"08-12-2020","NWT"
0,0,15,0,15,"09-12-2020","NWT"
5,5,20,0,15,"10-12-2020","NWT"
5,0,20,0,15,"11-12-2020","NWT"
6,1,21,0,15,"12-12-2020","NWT"
6,0,21,0,15,"13-12-2020","NWT"
6,0,21,0,15,"14-12-2020","NWT"
7,1,22,0,15,"15-12-2020","NWT"
7,0,22,0,15,"16-12-2020","NWT"
8,1,23,0,15,"17-12-2020","NWT"
9,1,24,0,15,"18-12-2020","NWT"
9,0,24,0,15,"19-12-2020","NWT"
9,0,24,0,15,"20-12-2020","NWT"
3,-6,24,0,21,"21-12-2020","NWT"
3,0,24,0,21,"22-12-2020","NWT"
1,-2,24,0,23,"23-12-2020","NWT"
1,0,24,0,23,"24-12-2020","NWT"
1,0,24,0,23,"25-12-2020","NWT"
1,0,24,0,23,"26-12-2020","NWT"
1,0,24,0,23,"27-12-2020","NWT"
1,0,24,0,23,"28-12-2020","NWT"
0,-1,24,0,24,"29-12-2020","NWT"
0,0,24,0,24,"30-12-2020","NWT"
0,0,24,0,24,"31-12-2020","NWT"
0,0,24,0,24,"01-01-2021","NWT"
0,0,24,0,24,"02-01-2021","NWT"
0,0,24,0,24,"03-01-2021","NWT"
0,0,24,0,24,"04-01-2021","NWT"
0,0,24,0,24,"05-01-2021","NWT"
0,0,24,0,24,"06-01-2021","NWT"
0,0,24,0,24,"07-01-2021","NWT"
0,0,24,0,24,"08-01-2021","NWT"
0,0,24,0,24,"09-01-2021","NWT"
0,0,24,0,24,"10-01-2021","NWT"
0,0,24,0,24,"11-01-2021","NWT"
0,0,24,0,24,"12-01-2021","NWT"
0,0,24,0,24,"13-01-2021","NWT"
0,0,24,0,24,"14-01-2021","NWT"
1,1,25,0,24,"15-01-2021","NWT"
1,0,25,0,24,"16-01-2021","NWT"
1,0,25,0,24,"17-01-2021","NWT"
4,3,28,0,24,"18-01-2021","NWT"
6,2,30,0,24,"19-01-2021","NWT"
6,0,30,0,24,"20-01-2021","NWT"
1,1,1,0,0,"25-01-2020","Ontario"
1,0,1,0,0,"26-01-2020","Ontario"
2,1,2,0,0,"27-01-2020","Ontario"
2,0,2,0,0,"28-01-2020","Ontario"
2,0,2,0,0,"29-01-2020","Ontario"
2,0,2,0,0,"30-01-2020","Ontario"
3,1,3,0,0,"31-01-2020","Ontario"
3,0,3,0,0,"01-02-2020","Ontario"
3,0,3,0,0,"02-02-2020","Ontario"
3,0,3,0,0,"03-02-2020","Ontario"
3,0,3,0,0,"04-02-2020","Ontario"
3,0,3,0,0,"05-02-2020","Ontario"
3,0,3,0,0,"06-02-2020","Ontario"
3,0,3,0,0,"07-02-2020","Ontario"
3,0,3,0,0,"08-02-2020","Ontario"
3,0,3,0,0,"09-02-2020","Ontario"
3,0,3,0,0,"10-02-2020","Ontario"
3,0,3,0,0,"11-02-2020","Ontario"
2,-1,3,0,1,"12-02-2020","Ontario"
2,0,3,0,1,"13-02-2020","Ontario"
2,0,3,0,1,"14-02-2020","Ontario"
2,0,3,0,1,"15-02-2020","Ontario"
2,0,3,0,1,"16-02-2020","Ontario"
2,0,3,0,1,"17-02-2020","Ontario"
2,0,3,0,1,"18-02-2020","Ontario"
2,0,3,0,1,"19-02-2020","Ontario"
1,-1,3,0,2,"20-02-2020","Ontario"
0,-1,3,0,3,"21-02-2020","Ontario"
0,0,3,0,3,"22-02-2020","Ontario"
1,1,4,0,3,"23-02-2020","Ontario"
1,0,4,0,3,"24-02-2020","Ontario"
1,0,4,0,3,"25-02-2020","Ontario"
2,1,5,0,3,"26-02-2020","Ontario"
3,1,6,0,3,"27-02-2020","Ontario"
5,2,8,0,3,"28-02-2020","Ontario"
8,3,11,0,3,"29-02-2020","Ontario"
12,4,15,0,3,"01-03-2020","Ontario"
12,0,15,0,3,"02-03-2020","Ontario"
17,5,20,0,3,"03-03-2020","Ontario"
17,0,20,0,3,"04-03-2020","Ontario"
18,1,22,0,4,"05-03-2020","Ontario"
24,6,28,0,4,"06-03-2020","Ontario"
24,0,28,0,4,"07-03-2020","Ontario"
28,4,32,0,4,"08-03-2020","Ontario"
30,2,35,0,5,"09-03-2020","Ontario"
32,2,37,0,5,"10-03-2020","Ontario"
36,4,42,1,5,"11-03-2020","Ontario"
53,17,59,1,5,"12-03-2020","Ontario"
73,20,79,1,5,"13-03-2020","Ontario"
97,24,103,1,5,"14-03-2020","Ontario"
139,42,145,1,5,"15-03-2020","Ontario"
171,32,177,1,5,"16-03-2020","Ontario"
183,12,189,1,5,"17-03-2020","Ontario"
208,25,214,1,5,"18-03-2020","Ontario"
251,43,258,2,5,"19-03-2020","Ontario"
311,60,318,2,5,"20-03-2020","Ontario"
368,57,377,3,6,"21-03-2020","Ontario"
411,43,425,6,8,"22-03-2020","Ontario"
489,78,503,6,8,"23-03-2020","Ontario"
572,83,588,8,8,"24-03-2020","Ontario"
666,94,687,13,8,"25-03-2020","Ontario"
834,168,857,15,8,"26-03-2020","Ontario"
966,132,992,18,8,"27-03-2020","Ontario"
1116,150,1143,19,8,"28-03-2020","Ontario"
1323,207,1354,23,8,"29-03-2020","Ontario"
1239,-84,1704,34,431,"30-03-2020","Ontario"
1372,133,1964,58,534,"31-03-2020","Ontario"
2089,717,2849,71,689,"01-04-2020","Ontario"
2369,280,3285,85,831,"02-04-2020","Ontario"
2557,188,3683,103,1023,"03-04-2020","Ontario"
2666,109,4018,133,1219,"04-04-2020","Ontario"
2848,182,4438,141,1449,"05-04-2020","Ontario"
3056,208,4842,162,1624,"06-04-2020","Ontario"
3397,341,5388,189,1802,"07-04-2020","Ontario"
3550,153,5835,211,2074,"08-04-2020","Ontario"
3856,306,6394,233,2305,"09-04-2020","Ontario"
3959,103,6801,268,2574,"10-04-2020","Ontario"
4143,184,7290,289,2858,"11-04-2020","Ontario"
4300,157,7723,302,3121,"12-04-2020","Ontario"
4528,228,8217,332,3357,"13-04-2020","Ontario"
4812,284,8777,397,3568,"14-04-2020","Ontario"
4952,140,9299,445,3902,"15-04-2020","Ontario"
5126,174,9818,498,4194,"16-04-2020","Ontario"
5355,229,10444,533,4556,"17-04-2020","Ontario"
5559,204,11005,571,4875,"18-04-2020","Ontario"
5725,166,11536,602,5209,"19-04-2020","Ontario"
6044,319,12210,651,5515,"20-04-2020","Ontario"
6199,155,12702,697,5806,"21-04-2020","Ontario"
6436,237,13414,757,6221,"22-04-2020","Ontario"
6513,77,13991,798,6680,"23-04-2020","Ontario"
6544,31,14481,850,7087,"24-04-2020","Ontario"
6502,-42,14909,898,7509,"25-04-2020","Ontario"
6451,-51,15396,945,8000,"26-04-2020","Ontario"
6325,-126,15852,1002,8525,"27-04-2020","Ontario"
6296,-29,16310,1050,8964,"28-04-2020","Ontario"
6028,-268,16773,1133,9612,"29-04-2020","Ontario"
5783,-245,17164,1176,10205,"30-04-2020","Ontario"
5654,-129,17716,1237,10825,"01-05-2020","Ontario"
5500,-154,18154,1264,11390,"02-05-2020","Ontario"
5090,-410,18397,1302,12005,"03-05-2020","Ontario"
5014,-76,18945,1426,12505,"04-05-2020","Ontario"
5061,47,19325,1485,12779,"05-05-2020","Ontario"
5008,-53,19774,1544,13222,"06-05-2020","Ontario"
5095,87,20255,1591,13569,"07-05-2020","Ontario"
5047,-48,20685,1648,13990,"08-05-2020","Ontario"
4914,-133,21005,1708,14383,"09-05-2020","Ontario"
4822,-92,21320,1726,14772,"10-05-2020","Ontario"
4776,-46,21682,1775,15131,"11-05-2020","Ontario"
4797,21,22026,1838,15391,"12-05-2020","Ontario"
4668,-129,22383,1870,15845,"13-05-2020","Ontario"
4636,-32,22741,1901,16204,"14-05-2020","Ontario"
4568,-68,23134,1925,16641,"15-05-2020","Ontario"
4528,-40,23507,1959,17020,"16-05-2020","Ontario"
4495,-33,23837,1982,17360,"17-05-2020","Ontario"
4505,10,24145,2002,17638,"18-05-2020","Ontario"
4732,227,24647,2017,17898,"19-05-2020","Ontario"
4830,98,25086,2066,18190,"20-05-2020","Ontario"
4891,61,25490,2090,18509,"21-05-2020","Ontario"
5108,217,25987,2112,18767,"22-05-2020","Ontario"
5172,64,26457,2139,19146,"23-05-2020","Ontario"
5155,-17,26795,2163,19477,"24-05-2020","Ontario"
5324,169,27214,2192,19698,"25-05-2020","Ontario"
5367,43,27540,2215,19958,"26-05-2020","Ontario"
5240,-127,27858,2246,20372,"27-05-2020","Ontario"
5294,54,28241,2274,20673,"28-05-2020","Ontario"
5333,39,28612,2296,20983,"29-05-2020","Ontario"
5271,-62,28939,2315,21353,"30-05-2020","Ontario"
5174,-97,29311,2327,21810,"31-05-2020","Ontario"
5287,113,29775,2335,22153,"01-06-2020","Ontario"
5350,63,30188,2354,22484,"02-06-2020","Ontario"
5357,7,30540,2372,22811,"03-06-2020","Ontario"
5258,-99,30883,2417,23208,"04-06-2020","Ontario"
5289,31,31299,2427,23583,"05-06-2020","Ontario"
5139,-150,31550,2464,23947,"06-06-2020","Ontario"
5288,149,32023,2483,24252,"07-06-2020","Ontario"
5337,49,32335,2506,24492,"08-06-2020","Ontario"
5267,-70,32614,2518,24829,"09-06-2020","Ontario"
4968,-299,32873,2525,25380,"10-06-2020","Ontario"
4683,-285,33110,2542,25885,"11-06-2020","Ontario"
4583,-100,33322,2552,26187,"12-06-2020","Ontario"
4468,-115,33568,2562,26538,"13-06-2020","Ontario"
4212,-256,33743,2570,26961,"14-06-2020","Ontario"
4158,-54,33950,2579,27213,"15-06-2020","Ontario"
4116,-42,34140,2593,27431,"16-06-2020","Ontario"
3953,-163,34336,2599,27784,"17-06-2020","Ontario"
3917,-36,34524,2603,28004,"18-06-2020","Ontario"
3870,-47,34733,2613,28250,"19-06-2020","Ontario"
3806,-64,34914,2640,28468,"20-06-2020","Ontario"
3707,-99,35071,2645,28719,"21-06-2020","Ontario"
3708,1,35295,2654,28933,"22-06-2020","Ontario"
3762,54,35533,2664,29107,"23-06-2020","Ontario"
3721,-41,35734,2677,29336,"24-06-2020","Ontario"
3695,-26,35912,2689,29528,"25-06-2020","Ontario"
3581,-114,36027,2692,29754,"26-06-2020","Ontario"
3558,-23,36191,2701,29932,"27-06-2020","Ontario"
3630,72,36443,2706,30107,"28-06-2020","Ontario"
3769,139,36681,2716,30196,"29-06-2020","Ontario"
3768,-1,36832,2720,30344,"30-06-2020","Ontario"
3888,120,36956,2724,30344,"01-07-2020","Ontario"
3657,-231,37115,2728,30730,"02-07-2020","Ontario"
3640,-17,37280,2731,30909,"03-07-2020","Ontario"
3580,-60,37396,2733,31083,"04-07-2020","Ontario"
3520,-60,37520,2734,31266,"05-07-2020","Ontario"
3544,24,37704,2734,31426,"06-07-2020","Ontario"
3450,-94,37788,2735,31603,"07-07-2020","Ontario"
3407,-43,37952,2740,31805,"08-07-2020","Ontario"
3354,-53,38073,2742,31977,"09-07-2020","Ontario"
3285,-69,38192,2752,32155,"10-07-2020","Ontario"
3099,-186,38273,2752,32422,"11-07-2020","Ontario"
3052,-47,38339,2753,32534,"12-07-2020","Ontario"
3173,121,38595,2759,32663,"13-07-2020","Ontario"
3132,-41,38678,2761,32785,"14-07-2020","Ontario"
3092,-40,38782,2770,32920,"15-07-2020","Ontario"
3066,-26,38903,2776,33061,"16-07-2020","Ontario"
3103,37,39046,2781,33162,"17-07-2020","Ontario"
3169,66,39245,2782,33294,"18-07-2020","Ontario"
3200,31,39392,2785,33407,"19-07-2020","Ontario"
3248,48,39546,2785,33513,"20-07-2020","Ontario"
3340,92,39733,2788,33605,"21-07-2020","Ontario"
3268,-72,39869,2789,33812,"22-07-2020","Ontario"
3260,-8,40012,2789,33963,"23-07-2020","Ontario"
3328,68,40220,2792,34100,"24-07-2020","Ontario"
3314,-14,40348,2794,34240,"25-07-2020","Ontario"
3295,-19,40452,2798,34359,"26-07-2020","Ontario"
3342,47,40602,2799,34461,"27-07-2020","Ontario"
3355,13,40726,2804,34567,"28-07-2020","Ontario"
3272,-83,40819,2806,34741,"29-07-2020","Ontario"
3206,-66,40921,2809,34906,"30-07-2020","Ontario"
3154,-52,41039,2811,35074,"31-07-2020","Ontario"
3098,-56,41148,2813,35237,"01-08-2020","Ontario"
3049,-49,41222,2814,35359,"02-08-2020","Ontario"
3116,67,41292,2817,35359,"03-08-2020","Ontario"
2997,-119,41418,2820,35601,"04-08-2020","Ontario"
2925,-72,41493,2821,35747,"05-08-2020","Ontario"
2852,-73,41579,2821,35906,"06-08-2020","Ontario"
2825,-27,41670,2821,36024,"07-08-2020","Ontario"
2793,-32,41747,2823,36131,"08-08-2020","Ontario"
2703,-90,41806,2824,36279,"09-08-2020","Ontario"
2736,33,41941,2824,36381,"10-08-2020","Ontario"
2751,15,42032,2825,36456,"11-08-2020","Ontario"
2690,-61,42105,2825,36590,"12-08-2020","Ontario"
2662,-28,42177,2826,36689,"13-08-2020","Ontario"
2681,19,42280,2827,36772,"14-08-2020","Ontario"
2662,-19,42362,2827,36873,"15-08-2020","Ontario"
2630,-32,42410,2827,36953,"16-08-2020","Ontario"
2678,48,42541,2827,37036,"17-08-2020","Ontario"
2704,26,42658,2828,37126,"18-08-2020","Ontario"
2706,2,42749,2828,37215,"19-08-2020","Ontario"
2726,20,42846,2829,37291,"20-08-2020","Ontario"
2758,32,42988,2833,37397,"21-08-2020","Ontario"
2746,-12,43066,2833,37487,"22-08-2020","Ontario"
2729,-17,43158,2834,37595,"23-08-2020","Ontario"
2808,79,43315,2834,37673,"24-08-2020","Ontario"
2816,8,43401,2837,37748,"25-08-2020","Ontario"
2825,9,43526,2838,37863,"26-08-2020","Ontario"
2886,61,43664,2838,37940,"27-08-2020","Ontario"
2912,26,43780,2845,38023,"28-08-2020","Ontario"
2922,10,43894,2846,38126,"29-08-2020","Ontario"
2932,10,43982,2846,38204,"30-08-2020","Ontario"
3014,82,44138,2847,38277,"31-08-2020","Ontario"
3056,42,44273,2848,38369,"01-09-2020","Ontario"
3058,2,44413,2849,38506,"02-09-2020","Ontario"
3086,28,44562,2851,38625,"03-09-2020","Ontario"
3097,11,44689,2851,38741,"04-09-2020","Ontario"
3148,51,44846,2851,38847,"05-09-2020","Ontario"
3163,15,44972,2851,38958,"06-09-2020","Ontario"
3346,183,45156,2852,38958,"07-09-2020","Ontario"
3349,3,45398,2853,39196,"08-09-2020","Ontario"
3397,48,45583,2854,39332,"09-09-2020","Ontario"
3417,20,45746,2855,39474,"10-09-2020","Ontario"
3529,112,45982,2855,39598,"11-09-2020","Ontario"
3592,63,46165,2856,39717,"12-09-2020","Ontario"
3690,98,46388,2857,39841,"13-09-2020","Ontario"
3933,243,46765,2858,39974,"14-09-2020","Ontario"
4067,134,47020,2862,40091,"15-09-2020","Ontario"
4237,170,47346,2864,40245,"16-09-2020","Ontario"
4397,160,47685,2864,40424,"17-09-2020","Ontario"
4619,222,48084,2865,40600,"18-09-2020","Ontario"
4821,202,48464,2866,40777,"19-09-2020","Ontario"
4920,99,48754,2866,40968,"20-09-2020","Ontario"
5253,333,49268,2869,41146,"21-09-2020","Ontario"
5571,318,49786,2873,41342,"22-09-2020","Ontario"
5654,83,50130,2876,41600,"23-09-2020","Ontario"
5761,107,50524,2877,41886,"24-09-2020","Ontario"
5976,215,51022,2877,42169,"25-09-2020","Ontario"
6101,125,51486,2878,42507,"26-09-2020","Ontario"
6259,158,51934,2879,42796,"27-09-2020","Ontario"
6694,435,52701,2880,43127,"28-09-2020","Ontario"
6930,236,53264,2884,43450,"29-09-2020","Ontario"
7113,183,53908,2888,43907,"30-09-2020","Ontario"
7177,64,54490,2891,44422,"01-10-2020","Ontario"
7398,221,55223,2975,44850,"02-10-2020","Ontario"
7565,167,55865,3015,45285,"03-10-2020","Ontario"
7515,-50,56352,3018,45819,"04-10-2020","Ontario"
7685,170,57073,3028,46360,"05-10-2020","Ontario"
7700,15,57637,3031,46906,"06-10-2020","Ontario"
7635,-65,58280,3032,47613,"07-10-2020","Ontario"
7773,138,59116,3035,48308,"08-10-2020","Ontario"
